Created as New Dataset,PAN 230kDa GF
cm-1,%T
904.00,96.76
903.00,96.76
902.00,96.76
901.00,96.75
900.00,96.75
899.00,96.75
898.00,96.74
897.00,96.73
896.00,96.73
895.00,96.72
894.00,96.71
893.00,96.70
892.00,96.70
891.00,96.70
890.00,96.70
889.00,96.69
888.00,96.68
887.00,96.67
886.00,96.66
885.00,96.66
884.00,96.66
883.00,96.66
882.00,96.67
881.00,96.67
880.00,96.67
879.00,96.66
878.00,96.66
877.00,96.65
876.00,96.64
875.00,96.64
874.00,96.64
873.00,96.65
872.00,96.66
871.00,96.65
870.00,96.65
869.00,96.63
868.00,96.62
867.00,96.61
866.00,96.60
865.00,96.60
864.00,96.60
863.00,96.60
862.00,96.59
861.00,96.59
860.00,96.60
859.00,96.61
858.00,96.62
857.00,96.62
856.00,96.62
855.00,96.62
854.00,96.63
853.00,96.63
852.00,96.63
851.00,96.62
850.00,96.61
849.00,96.60
848.00,96.60
847.00,96.58
846.00,96.57
845.00,96.55
844.00,96.54
843.00,96.54
842.00,96.54
841.00,96.53
840.00,96.53
839.00,96.51
838.00,96.49
837.00,96.48
836.00,96.46
835.00,96.45
834.00,96.44
833.00,96.42
832.00,96.41
831.00,96.40
830.00,96.39
829.00,96.39
828.00,96.39
827.00,96.38
826.00,96.38
825.00,96.37
824.00,96.36
823.00,96.35
822.00,96.35
821.00,96.34
820.00,96.31
819.00,96.29
818.00,96.26
817.00,96.25
816.00,96.24
815.00,96.23
814.00,96.22
813.00,96.20
812.00,96.18
811.00,96.16
810.00,96.14
809.00,96.12
808.00,96.10
807.00,96.09
806.00,96.07
805.00,96.04
804.00,96.01
803.00,96.00
802.00,95.99
801.00,95.99
800.00,95.99
799.00,95.98
798.00,95.97
797.00,95.95
796.00,95.93
795.00,95.91
794.00,95.90
793.00,95.90
792.00,95.90
791.00,95.89
790.00,95.86
789.00,95.83
788.00,95.80
787.00,95.79
786.00,95.78
785.00,95.78
784.00,95.76
783.00,95.73
782.00,95.70
781.00,95.68
780.00,95.67
779.00,95.68
778.00,95.69
777.00,95.69
776.00,95.69
775.00,95.68
774.00,95.66
773.00,95.64
772.00,95.63
771.00,95.63
770.00,95.63
769.00,95.64
768.00,95.64
767.00,95.63
766.00,95.63
765.00,95.62
764.00,95.62
763.00,95.62
762.00,95.63
761.00,95.63
760.00,95.65
759.00,95.67
758.00,95.69
757.00,95.71
756.00,95.73
755.00,95.75
754.00,95.77
753.00,95.79
752.00,95.80
751.00,95.81
750.00,95.83
749.00,95.85
748.00,95.87
747.00,95.90
746.00,95.93
745.00,95.96
744.00,95.99
743.00,96.02
742.00,96.04
741.00,96.06
740.00,96.08
739.00,96.10
738.00,96.11
737.00,96.13
736.00,96.15
735.00,96.17
734.00,96.18
733.00,96.20
732.00,96.21
731.00,96.23
730.00,96.24
729.00,96.24
728.00,96.25
727.00,96.26
726.00,96.28
725.00,96.30
724.00,96.31
723.00,96.31
722.00,96.30
721.00,96.28
720.00,96.28
719.00,96.29
718.00,96.30
717.00,96.32
716.00,96.34
715.00,96.35
714.00,96.36
713.00,96.35
712.00,96.33
711.00,96.31
710.00,96.31
709.00,96.32
708.00,96.32
707.00,96.31
706.00,96.29
705.00,96.27
704.00,96.26
703.00,96.26
702.00,96.25
701.00,96.24
700.00,96.23
699.00,96.22
698.00,96.19
697.00,96.16
696.00,96.15
695.00,96.14
694.00,96.14
693.00,96.11
692.00,96.08
691.00,96.05
690.00,96.03
689.00,96.00
688.00,95.97
687.00,95.93
686.00,95.90
685.00,95.89
684.00,95.89
683.00,95.89
682.00,95.89
681.00,95.88
680.00,95.86
679.00,95.84
678.00,95.84
677.00,95.84
676.00,95.84
675.00,95.83
674.00,95.82
673.00,95.81
672.00,95.82
671.00,95.84
670.00,95.88
669.00,95.93
668.00,95.89
667.00,95.80
666.00,95.74
665.00,95.72
664.00,95.71
663.00,95.71
662.00,95.73
661.00,95.75
660.00,95.77
659.00,95.78
658.00,95.79
657.00,95.81
656.00,95.82
655.00,95.82
654.00,95.80
653.00,95.78
652.00,95.76
651.00,95.74
650.00,95.74
